city,state,date_time,shape,duration
Pleasant Grove,UT,2017-07-23T02:00:00,unknown,1 - 5 minutes
Twin Falls,ID,2017-07-23T01:30:00,circle,< 1 minute
Springdale,WA,2017-07-23T00:45:00,changing,121 + minutes
Rushford,MN,2017-07-23T00:20:00,circle,1 - 5 minutes
Everett,WA,2017-07-22T23:00:00,light,21 - 30 minutes
Saint George,UT,2017-07-22T23:00:00,diamond,1 - 5 minutes
Spain,XX,2017-07-22T22:50:00,oval,< 1 minute
Hutchinson,MN,2017-07-22T22:45:00,sphere,1 - 5 minutes
Poland,XX,2017-07-22T22:15:00,light,1 - 5 minutes
Montreal,QC,2017-07-22T22:15:00,triangle,< 1 minute
Jefferson City,MO,2017-07-22T21:55:00,other,1 - 5 minutes
Loveland,OH,2017-07-22T21:50:00,circle,6 - 10 minutes
Owasso,OK,2017-07-22T21:47:00,light,1 - 5 minutes
Plymouth,MA,2017-07-22T21:00:00,light,< 1 minute
La Habra,CA,2017-07-22T20:50:00,diamond,1 - 5 minutes
Grand Junction,CO,2017-07-22T19:00:00,disk,1 - 5 minutes
Rosamond,CA,2017-07-22T01:08:00,sphere,< 1 minute
West Chester,OH,2017-07-21T22:32:00,changing,1 - 5 minutes
Pelham,NH,2017-07-21T22:15:00,triangle,1 - 5 minutes
Deltona,FL,2017-07-21T22:00:00,other,1 - 5 minutes
Buzzards Bay,MA,2017-07-21T20:15:00,fireball,< 1 minute
Chesterfield,MO,2017-07-21T04:20:00,cigar,121 + minutes
Manning,SC,2017-07-20T23:30:00,circle,16 - 20 minutes
Columbus,OH,2017-07-20T23:25:00,circle,1 - 5 minutes
San Gabriel,CA,2017-07-20T23:00:00,circle,61 - 120 minutes
Deepwater,MO,2017-07-20T22:32:00,light,< 1 minute
Birmingham,AL,2017-07-20T21:48:00,formation,1 - 5 minutes
Santa rosa,CA,2017-07-20T21:45:00,fireball,1 - 5 minutes
Reno,NV,2017-07-20T21:30:00,changing,1 - 5 minutes
North Myrtle Beach,SC,2017-07-20T21:00:00,sphere,1 - 5 minutes
New Oxford,PA,2017-07-20T20:52:00,fireball,< 1 minute
Takhlakh Lake,WA,2017-07-20T20:15:00,circle,1 - 5 minutes
Saint Andrews By The Sea,NB,2017-07-20T19:00:00,sphere,< 1 minute
Gretna,NE,2017-07-20T13:18:00,light,< 1 minute
Waynesboro,VA,2017-07-20T06:00:00,cylinder,6 - 10 minutes
Cumberland,RI,2017-07-20T04:35:00,flash,< 1 minute
Asheboro,NC,2017-07-20T03:46:00,disk,21 - 30 minutes
Boise,ID,2017-07-20T03:30:00,cigar,1 - 5 minutes
Everett,PA,2017-07-20T02:15:00,other,16 - 20 minutes
San Diego,CA,2017-07-20T02:00:00,light,1 - 5 minutes
Delray Beach,FL,2017-07-20T00:40:00,circle,< 1 minute
Buffalo,NY,2017-07-20T00:30:00,light,6 - 10 minutes
Roswell,NM,2017-07-19T23:30:00,unknown,1 - 5 minutes
Lynnwood,WA,2017-07-19T20:09:00,changing,1 - 5 minutes
Fort Lauderdale,FL,2017-07-19T19:30:00,formation,1 - 5 minutes
Arlington,IN,2017-07-19T19:00:00,oval,1 - 5 minutes
Poland,XX,2017-07-19T16:00:00,triangle,< 1 minute
Glassboro,NJ,2017-07-19T12:32:00,disk,61 - 120 minutes
Washington,NC,2017-07-19T07:30:00,circle,Unknown
Wesley Chapel,FL,2017-07-19T00:00:00,light,16 - 20 minutes
Sioux Falls,SD,2017-07-18T23:45:00,flash,1 - 5 minutes
Roy,WA,2017-07-18T22:30:00,light,1 - 5 minutes
Tualatin,OR,2017-07-18T21:40:00,sphere,< 1 minute
Nacogdoches,TX,2017-07-18T21:25:00,sphere,< 1 minute
Alhambra,CA,2017-07-18T20:30:00,circle,< 1 minute
Grand Saline,TX,2017-07-18T18:38:00,oval,< 1 minute
Saratoga Springs,UT,2017-07-18T18:00:00,light,1 - 5 minutes
Revere,MA,2017-07-18T16:00:00,cigar,< 1 minute
Hanover Park,IL,2017-07-18T13:00:00,sphere,1 - 5 minutes
Jefferson City,MO,2017-07-18T07:00:00,cylinder,1 - 5 minutes
Granada Hills,CA,2017-07-18T05:10:00,oval,< 1 minute
Manchester,CT,2017-07-18T05:00:00,light,Unknown
Fredericton,NB,2017-07-18T02:20:00,unknown,1 - 5 minutes
Orlando,FL,2017-07-18T01:05:00,light,1 - 5 minutes
Strafford,NH,2017-07-18T00:15:00,unknown,< 1 minute
Copake,NY,2017-07-17T23:10:00,triangle,6 - 10 minutes
Nazareth,PA,2017-07-17T23:00:00,light,< 1 minute
Cadillac,MI,2017-07-17T23:00:00,light,1 - 5 minutes
Lakeville,MN,2017-07-17T22:10:00,circle,6 - 10 minutes
Fulton,NY,2017-07-17T21:45:00,triangle,1 - 5 minutes
Palmdale,CA,2017-07-17T21:40:00,formation,1 - 5 minutes
Milford,CT,2017-07-17T21:00:00,unknown,6 - 10 minutes
Cody,WY,2017-07-17T21:00:00,cylinder,< 1 minute
Plainville,CT,2017-07-17T20:20:00,disk,1 - 5 minutes
Kirbyville,MO,2017-07-17T20:10:00,cylinder,1 - 5 minutes
Eugene,OR,2017-07-17T19:00:00,other,< 1 minute
Canal Winchester,OH,2017-07-17T01:30:00,circle,1 - 5 minutes
Spokane,WA,2017-07-17T00:30:00,circle,< 1 minute
Selden,NY,2017-07-16T23:45:00,triangle,1 - 5 minutes
Pulaski,MO,2017-07-16T23:30:00,triangle,1 - 5 minutes
Gallipolis,OH,2017-07-16T23:30:00,light,1 - 5 minutes
Roanoke,VA,2017-07-16T23:21:00,light,6 - 10 minutes
Chandler,AZ,2017-07-16T23:00:00,sphere,1 - 5 minutes
Eureka,UT,2017-07-16T23:00:00,light,< 1 minute
Milwaukee,WI,2017-07-16T21:45:00,light,1 - 5 minutes
Portland,OR,2017-07-16T21:40:00,circle,16 - 20 minutes
Woburn,MA,2017-07-16T21:30:00,light,1 - 5 minutes
Roanoke,VA,2017-07-16T21:00:00,circle,1 - 5 minutes
Methuen,MA,2017-07-16T20:07:00,cigar,6 - 10 minutes
Greenbrier,TN,2017-07-16T19:55:00,oval,< 1 minute
Alpharetta,GA,2017-07-16T19:00:00,sphere,1 - 5 minutes
Kenner,LA,2017-07-16T16:45:00,unknown,1 - 5 minutes
Grand Junction,CO,2017-07-16T15:00:00,disk,1 - 5 minutes
Parlin,NJ,2017-07-16T14:00:00,circle,121 + minutes
Groton,CT,2017-07-16T13:00:00,unknown,1 - 5 minutes
New York,NY,2017-07-16T10:20:00,cylinder,1 - 5 minutes
New York,NY,2017-07-16T10:20:00,cigar,1 - 5 minutes
San Bernardino,CA,2017-07-16T04:30:00,cone,121 + minutes
Independence,MO,2017-07-16T03:30:00,light,121 + minutes
Independence,KS,2017-07-16T03:00:00,light,121 + minutes
Donalds,SC,2017-07-16T01:00:00,unknown,21 - 30 minutes
Hyannis,MA,2017-07-16T00:00:00,light,< 1 minute
Lyons,CO,2017-07-15T23:15:00,formation,6 - 10 minutes
Windsor,ON,2017-07-15T23:10:00,light,< 1 minute
Clinton Township,MI,2017-07-15T23:00:00,rectangle,< 1 minute
North Canton,OH,2017-07-15T22:56:00,formation,1 - 5 minutes
Temecula,CA,2017-07-15T22:35:00,sphere,1 - 5 minutes
Myrtle Beach,SC,2017-07-15T22:30:00,changing,16 - 20 minutes
Brainerd,MN,2017-07-15T22:15:00,light,6 - 10 minutes
Martinez,CA,2017-07-15T22:00:00,sphere,1 - 5 minutes
Rock Hill,SC,2017-07-15T22:00:00,unknown,21 - 30 minutes
Greensburg,PA,2017-07-15T21:40:00,sphere,6 - 10 minutes
Post Falls,ID,2017-07-15T21:00:00,triangle,1 - 5 minutes
Lapine,OR,2017-07-15T14:00:00,changing,21 - 30 minutes
Wilsall,MT,2017-07-15T03:50:00,fireball,21 - 30 minutes
Weed,CA,2017-07-15T03:30:00,unknown,< 1 minute
Vero Beach,FL,2017-07-15T01:45:00,fireball,< 1 minute
Jacksonville,FL,2017-07-14T22:30:00,cigar,< 1 minute
Erie,PA,2017-07-14T22:00:00,light,Unknown
Alexandria,VA,2017-07-14T21:40:00,light,6 - 10 minutes
Midland,MI,2017-07-14T20:39:00,rectangle,< 1 minute
Honor,MI,2017-07-14T20:00:00,sphere,1 - 5 minutes
Kingston,ON,2017-07-14T12:15:00,cylinder,1 - 5 minutes
Chandler,AZ,2017-07-14T04:00:00,other,1 - 5 minutes
Pinon Hills,CA,2017-07-14T01:30:00,other,1 - 5 minutes
Wappingers Falls,NY,2017-07-13T23:00:00,triangle,1 - 5 minutes
Lebanon,OR,2017-07-13T22:44:00,sphere,< 1 minute
Oak Ridge,TN,2017-07-13T22:02:00,light,< 1 minute
Charlotte,NC,2017-07-13T21:30:00,formation,1 - 5 minutes
Beaufort,NC,2017-07-13T21:05:00,unknown,1 - 5 minutes
Morehead City,NC,2017-07-13T21:00:00,circle,6 - 10 minutes
San Gabriel,CA,2017-07-13T20:45:00,sphere,1 - 5 minutes
Lawrenceville,GA,2017-07-13T12:33:00,fireball,< 1 minute
McKinney,TX,2017-07-13T07:51:00,sphere,1 - 5 minutes
Pinedale,WY,2017-07-13T04:00:00,sphere,< 1 minute
Takoma Park,MD,2017-07-13T00:30:00,other,1 - 5 minutes
Marietta,SC,2017-07-13T00:00:00,cigar,1 - 5 minutes
Weston,FL,2017-07-12T23:50:00,triangle,1 - 5 minutes
Vernon,NY,2017-07-12T23:00:00,light,1 - 5 minutes
Rancho Cucamonga,CA,2017-07-12T22:50:00,triangle,1 - 5 minutes
Carlisle,PA,2017-07-12T22:38:00,triangle,6 - 10 minutes
Cavalier,ND,2017-07-12T22:30:00,triangle,16 - 20 minutes
Labadieville,LA,2017-07-12T19:45:00,oval,6 - 10 minutes
Glendale,AZ,2017-07-12T19:05:00,light,1 - 5 minutes
Las Cruces,NM,2017-07-12T10:15:00,unknown,6 - 10 minutes
Bellaire,MI,2017-07-12T04:00:00,unknown,121 + minutes
Gallup,NM,2017-07-12T03:50:00,cone,< 1 minute
Williamsburg,VA,2017-07-11T23:15:00,circle,< 1 minute
South Dewey Beach,DE,2017-07-11T23:12:00,fireball,< 1 minute
Artesia,NM,2017-07-11T22:30:00,light,< 1 minute
Hampton,NH,2017-07-11T21:51:00,circle,1 - 5 minutes
Birmingham,AL,2017-07-11T14:00:00,disk,< 1 minute
Hamilton,ON,2017-07-11T12:45:00,rectangle,1 - 5 minutes
Modesto,CA,2017-07-11T03:00:00,light,1 - 5 minutes
Osage Beach,MO,2017-07-11T01:50:00,triangle,< 1 minute
Lawrence,KS,2017-07-11T01:47:00,changing,< 1 minute
India,XX,2017-07-11T01:30:00,rectangle,< 1 minute
Tulsa,OK,2017-07-11T01:00:00,chevron,6 - 10 minutes
Florence,MT,2017-07-11T00:20:00,triangle,< 1 minute
Lamoni,IA,2017-07-10T23:00:00,disk,6 - 10 minutes
Hermiston,WA,2017-07-10T13:00:00,other,< 1 minute
Newville,PA,2017-07-10T11:00:00,cylinder,6 - 10 minutes
Somerset,NY,2017-07-10T09:00:00,light,< 1 minute
Baltimore,MD,2017-07-10T04:00:00,chevron,< 1 minute
Richland,PA,2017-07-10T00:30:00,teardrop,< 1 minute
Vadnis Heights,MN,2017-07-09T22:00:00,other,1 - 5 minutes
Nickerson State Park. Brewster,MA,2017-07-09T21:31:00,fireball,< 1 minute
Occoquan,VA,2017-07-09T21:15:00,fireball,1 - 5 minutes
Wakefield,MA,2017-07-09T20:15:00,unknown,< 1 minute
South Windsor,CT,2017-07-09T18:45:00,cylinder,1 - 5 minutes
La Pine,OR,2017-07-09T16:00:00,unknown,< 1 minute
Augusta,NJ,2017-07-09T12:45:00,other,< 1 minute
Canton,MA,2017-07-09T09:53:00,circle,1 - 5 minutes
Lancaster,SC,2017-07-09T05:30:00,light,1 - 5 minutes
Bowling Green,OH,2017-07-09T04:43:00,light,1 - 5 minutes
Jefferson,GA,2017-07-09T04:30:00,light,1 - 5 minutes
Hendersonville,NC,2017-07-09T04:30:00,unknown,121 + minutes
Macedonia,XX,2017-07-09T03:39:00,unknown,31 - 60 minutes
Yerington,NV,2017-07-09T02:00:00,cross,61 - 120 minutes
Salt Lake City,UT,2017-07-09T01:00:00,unknown,1 - 5 minutes
Salt Lake City Utah,UT,2017-07-09T01:00:00,unknown,1 - 5 minutes
Sterling Heights,MI,2017-07-09T00:00:00,light,6 - 10 minutes
Lexington,KY,2017-07-08T23:30:00,circle,1 - 5 minutes
Oshawa,ON,2017-07-08T23:26:00,light,< 1 minute
Parker,CO,2017-07-08T23:00:00,circle,61 - 120 minutes
Riverside,CA,2017-07-08T22:50:00,light,1 - 5 minutes
Versailles,KY,2017-07-08T22:30:00,unknown,1 - 5 minutes
Chamois,MO,2017-07-08T22:23:00,circle,1 - 5 minutes
Edinburg,PA,2017-07-08T22:15:00,light,16 - 20 minutes
Manilla,IA,2017-07-08T22:10:00,circle,< 1 minute
Vienna,VA,2017-07-08T21:45:00,light,1 - 5 minutes
Mentor,OH,2017-07-08T21:00:00,sphere,< 1 minute
,IN,2017-07-08T20:47:00,diamond,1 - 5 minutes
Telluride,CO,2017-07-08T12:44:00,cigar,6 - 10 minutes
Northern Ireland,XX,2017-07-08T11:00:00,teardrop,< 1 minute
Woodstock,GA,2017-07-08T10:30:00,light,< 1 minute
Clinton,CT,2017-07-08T10:00:00,changing,1 - 5 minutes
San Antonio,TX,2017-07-08T05:15:00,other,6 - 10 minutes
Stratford,CT,2017-07-08T03:30:00,unknown,1 - 5 minutes
Davie,FL,2017-07-08T03:11:00,unknown,< 1 minute
Walla Walla,WA,2017-07-08T02:35:00,light,61 - 120 minutes
Columbus,OH,2017-07-08T01:30:00,unknown,61 - 120 minutes
Carlsbad,CA,2017-07-08T01:30:00,circle,< 1 minute
Royal Oak,MI,2017-07-08T00:45:00,other,1 - 5 minutes
San Diego,CA,2017-07-07T22:25:00,fireball,< 1 minute
San Diego,CA,2017-07-07T22:15:00,fireball,< 1 minute
Mt. Morrison,CO,2017-07-07T21:55:00,changing,1 - 5 minutes
Chula Vista,CA,2017-07-07T21:53:00,fireball,< 1 minute
Saint Augustine Beach,FL,2017-07-07T21:30:00,circle,1 - 5 minutes
Ocoee,FL,2017-07-07T21:21:00,light,1 - 5 minutes
West Mifflin,PA,2017-07-07T21:00:00,sphere,< 1 minute
Plymouth,MI,2017-07-07T20:00:00,circle,1 - 5 minutes
Louisvile,KY,2017-07-07T04:26:00,circle,61 - 120 minutes
Winder,GA,2017-07-07T03:00:00,light,1 - 5 minutes
Port Sanilac,MI,2017-07-07T03:00:00,light,1 - 5 minutes
Anahiem,CA,2017-07-07T00:30:00,teardrop,1 - 5 minutes
Marsing,ID,2017-07-06T23:26:00,other,16 - 20 minutes
Billings,MT,2017-07-06T23:24:00,flash,1 - 5 minutes
Madison,WI,2017-07-06T22:30:00,flash,121 + minutes
Marshalltown,IA,2017-07-06T22:00:00,fireball,< 1 minute
Warner Springs,CA,2017-07-06T21:40:00,light,1 - 5 minutes
Phoenix,AZ,2017-07-06T21:25:00,oval,< 1 minute
Majors Place,NV,2017-07-06T21:00:00,light,< 1 minute
Alto,NM,2017-07-06T21:00:00,light,1 - 5 minutes
Anaheim,CA,2017-07-06T20:58:00,fireball,< 1 minute
New Bern,NC,2017-07-06T20:18:00,oval,< 1 minute
Decaturville,TN,2017-07-06T19:40:00,oval,1 - 5 minutes
Tempe,AZ,2017-07-06T07:55:00,flash,< 1 minute
Kingman,AZ,2017-07-06T04:30:00,fireball,6 - 10 minutes
Woodstock,GA,2017-07-06T04:08:00,triangle,< 1 minute
Elkhart Lake,WI,2017-07-06T00:30:00,light,1 - 5 minutes
Fort Wayne,IN,2017-07-05T23:15:00,unknown,1 - 5 minutes
Mission,BC,2017-07-05T23:00:00,unknown,1 - 5 minutes
Orlando,FL,2017-07-05T19:32:00,light,1 - 5 minutes
San Francisco,CA,2017-07-05T17:30:00,chevron,1 - 5 minutes
Port Hadlock,WA,2017-07-05T16:30:00,triangle,< 1 minute
Fargo,ND,2017-07-05T11:24:00,circle,6 - 10 minutes
New Kensington,PA,2017-07-05T08:14:00,cigar,Unknown
Montrose,CA,2017-07-05T03:30:00,circle,1 - 5 minutes
Port Sanilac,MI,2017-07-05T03:00:00,triangle,121 + minutes
Abbotsford,BC,2017-07-05T01:36:00,other,1 - 5 minutes
Portland,OR,2017-07-05T00:35:00,fireball,< 1 minute
Glenpool,OK,2017-07-05T00:30:00,light,1 - 5 minutes
Sioux City,IA,2017-07-05T00:00:00,oval,1 - 5 minutes
Payette,ID,2017-07-05T00:00:00,oval,1 - 5 minutes
Ocean City,MD,2017-07-04T23:30:00,circle,1 - 5 minutes
Bridgeport,CT,2017-07-04T23:30:00,unknown,16 - 20 minutes
Dearborn,MI,2017-07-04T23:25:00,fireball,1 - 5 minutes
Atchison,KS,2017-07-04T23:15:00,oval,1 - 5 minutes
Nampa,ID,2017-07-04T23:00:00,fireball,1 - 5 minutes
Yreka,CA,2017-07-04T22:51:00,light,21 - 30 minutes
Los Angeles,CA,2017-07-04T22:48:00,fireball,< 1 minute
Butte,MT,2017-07-04T22:35:00,other,1 - 5 minutes
Lexington,KY,2017-07-04T22:30:00,circle,6 - 10 minutes
Reston,VA,2017-07-04T22:30:00,fireball,1 - 5 minutes
Denver,CO,2017-07-04T22:30:00,formation,1 - 5 minutes
Larmont,NY,2017-07-04T22:30:00,changing,1 - 5 minutes
Morristown,TN,2017-07-04T22:24:00,circle,6 - 10 minutes
Butte,MT,2017-07-04T22:23:00,formation,6 - 10 minutes
Candler,NC,2017-07-04T22:18:00,fireball,1 - 5 minutes
Lexington,KY,2017-07-04T22:15:00,light,< 1 minute
Hermiston,OR,2017-07-04T22:15:00,unknown,< 1 minute
Prospect,PA,2017-07-04T22:10:00,light,1 - 5 minutes
Garden City Beach,SC,2017-07-04T22:00:00,changing,21 - 30 minutes
New York,NY,2017-07-04T22:00:00,light,< 1 minute
Versailles,KY,2017-07-04T22:00:00,sphere,1 - 5 minutes
Montebello,CA,2017-07-04T22:00:00,circle,1 - 5 minutes
Franklin Square,NY,2017-07-04T22:00:00,sphere,6 - 10 minutes
Buffalo,NY,2017-07-04T22:00:00,changing,6 - 10 minutes
Woodinville,WA,2017-07-04T21:55:00,light,< 1 minute
Port Charlotte,FL,2017-07-04T21:50:00,sphere,1 - 5 minutes
Rice Lake,WI,2017-07-04T21:46:00,light,1 - 5 minutes
Rockville,MD,2017-07-04T21:45:00,light,21 - 30 minutes
Spokane Valley,WA,2017-07-04T21:45:00,light,1 - 5 minutes
Jal,NM,2017-07-04T21:45:00,light,6 - 10 minutes
Oklahoma City,OK,2017-07-04T21:45:00,light,11 - 15 minutes
Broadview Heights,OH,2017-07-04T21:42:00,oval,< 1 minute
Jacksonville,FL,2017-07-04T21:42:00,light,< 1 minute
Orange Park,FL,2017-07-04T21:40:00,circle,1 - 5 minutes
Denver,CO,2017-07-04T21:38:00,formation,1 - 5 minutes
Plymouth,MA,2017-07-04T21:37:00,fireball,< 1 minute
Manchester,NJ,2017-07-04T21:30:00,light,21 - 30 minutes
Wabasha,MN,2017-07-04T21:30:00,disk,21 - 30 minutes
Greencastle,PA,2017-07-04T21:30:00,unknown,< 1 minute
Levittown,NY,2017-07-04T21:30:00,fireball,1 - 5 minutes
Bel Air,MD,2017-07-04T21:30:00,rectangle,61 - 120 minutes
Linden,NJ,2017-07-04T21:30:00,light,1 - 5 minutes
Suisun City,CA,2017-07-04T21:30:00,diamond,1 - 5 minutes
Brandon,FL,2017-07-04T21:30:00,circle,1 - 5 minutes
Corona,CA,2017-07-04T21:30:00,fireball,< 1 minute
Florissant,MO,2017-07-04T21:00:00,other,1 - 5 minutes
Chicago,IL,2017-07-04T21:00:00,unknown,< 1 minute
Oklahoma City,OK,2017-07-04T21:00:00,light,1 - 5 minutes
Saint Simons Island,GA,2017-07-04T21:00:00,disk,16 - 20 minutes
Orlando,FL,2017-07-04T21:00:00,circle,1 - 5 minutes
Pueblo,CO,2017-07-04T21:00:00,fireball,1 - 5 minutes
Patchogue,NY,2017-07-04T20:40:00,changing,61 - 120 minutes
Kenner,LA,2017-07-04T20:30:00,other,1 - 5 minutes
Penacook,NH,2017-07-04T20:00:00,unknown,< 1 minute
Denver,CO,2017-07-04T19:00:00,circle,Unknown
Pembroke Pines,FL,2017-07-04T17:00:00,light,< 1 minute
Kingman,AZ,2017-07-04T04:28:00,flash,1 - 5 minutes
Manalapan,NJ,2017-07-04T00:00:00,cylinder,6 - 10 minutes
Stanton,CA,2017-07-04T00:00:00,cone,6 - 10 minutes
Camden,AR,2017-07-03T23:30:00,unknown,< 1 minute
Sioux City,IA,2017-07-03T23:30:00,fireball,1 - 5 minutes
Savage,MN,2017-07-03T23:15:00,light,< 1 minute
Los Angeles,CA,2017-07-03T23:00:00,triangle,< 1 minute
Greenville,MI,2017-07-03T23:00:00,circle,1 - 5 minutes
Knox,IN,2017-07-03T22:10:00,light,1 - 5 minutes
New Tampa,FL,2017-07-03T22:00:00,light,< 1 minute
Weld County,CO,2017-07-03T22:00:00,circle,21 - 30 minutes
Galena,MD,2017-07-03T22:00:00,other,< 1 minute
East Longmeadow,MA,2017-07-03T22:00:00,rectangle,< 1 minute
Acworth,NH,2017-07-03T22:00:00,sphere,1 - 5 minutes
East Dubuque,IA,2017-07-03T21:00:00,light,1 - 5 minutes
Hot Springs,AR,2017-07-03T21:00:00,oval,21 - 30 minutes
Miami Beach,FL,2017-07-03T20:30:00,circle,61 - 120 minutes
Springfield,MO,2017-07-03T20:00:00,rectangle,6 - 10 minutes
Lakeville,NY,2017-07-03T19:00:00,circle,6 - 10 minutes
Camdenton,MO,2017-07-03T12:35:00,rectangle,< 1 minute
Waters,MI,2017-07-03T00:00:00,light,1 - 5 minutes
Waters,OH,2017-07-03T00:00:00,light,1 - 5 minutes
Chestertown,MD,2017-07-02T23:20:00,unknown,1 - 5 minutes
Doaktown,NB,2017-07-02T22:31:00,formation,< 1 minute
Greenwood,IN,2017-07-02T22:15:00,light,6 - 10 minutes
Eagle Rock,CA,2017-07-02T22:15:00,oval,1 - 5 minutes
O'Fallon,MO,2017-07-02T22:10:00,fireball,1 - 5 minutes
Middletown,CT,2017-07-02T22:00:00,sphere,16 - 20 minutes
Denton,TX,2017-07-02T21:45:00,triangle,1 - 5 minutes
Marysville,OH,2017-07-02T21:30:00,sphere,1 - 5 minutes
Cloverdale,CA,2017-07-02T20:00:00,changing,61 - 120 minutes
Brownsburg,IN,2017-07-02T19:30:00,circle,16 - 20 minutes
Clinton,CT,2017-07-02T15:44:00,sphere,< 1 minute
Delaware Township,NJ,2017-07-02T14:45:00,unknown,1 - 5 minutes
Sullivan,MO,2017-07-02T10:02:00,triangle,< 1 minute
Kent,WA,2017-07-01T23:50:00,light,1 - 5 minutes
Jensen Beach,FL,2017-07-01T23:18:00,light,< 1 minute
Crown Point,IN,2017-07-01T23:14:00,fireball,< 1 minute
Gallitzin,PA,2017-07-01T23:00:00,oval,1 - 5 minutes
Knox,IN,2017-07-01T22:00:00,light,1 - 5 minutes
Cooper City,FL,2017-07-01T22:00:00,disk,< 1 minute
Sinking Spring,PA,2017-07-01T21:50:00,light,1 - 5 minutes
Cave Creek,AZ,2017-07-01T21:35:00,formation,1 - 5 minutes
Effort,PA,2017-07-01T21:30:00,circle,1 - 5 minutes
Forest Lake,MN,2017-07-01T18:56:00,changing,1 - 5 minutes
Aurora,CO,2017-07-01T16:00:00,changing,31 - 60 minutes
Calistoga,CA,2017-07-01T14:00:00,sphere,6 - 10 minutes
Hillsborough,NB,2017-06-30T23:40:00,other,21 - 30 minutes
Lansing,MI,2017-06-30T23:15:00,light,6 - 10 minutes
Nampa,ID,2017-06-30T23:14:00,fireball,1 - 5 minutes
Gardendale,AL,2017-06-30T21:45:00,unknown,1 - 5 minutes
West Windsor,NJ,2017-06-30T21:30:00,diamond,21 - 30 minutes
Lancaster County,PA,2017-06-30T21:15:00,light,< 1 minute
Baltimore,MD,2017-06-30T03:00:00,light,< 1 minute
Kingsport,TN,2017-06-29T23:15:00,disk,1 - 5 minutes
Millcreek,UT,2017-06-29T23:00:00,circle,121 + minutes
Sonoma,CA,2017-06-29T22:00:00,light,1 - 5 minutes
Sonoma,CA,2017-06-29T21:50:00,light,1 - 5 minutes
Albany,KY,2017-06-29T21:17:00,sphere,6 - 10 minutes
Taylorsville,UT,2017-06-29T05:15:00,other,1 - 5 minutes
Staunton,VA,2017-06-29T05:00:00,changing,6 - 10 minutes
Goldsboro,NC,2017-06-29T04:40:00,circle,1 - 5 minutes
Silver Spring,MD,2017-06-29T04:36:00,circle,1 - 5 minutes
Charlottesville,VA,2017-06-29T04:31:00,circle,1 - 5 minutes
Massapequa,NY,2017-06-29T04:30:00,circle,1 - 5 minutes
Georgetown,DE,2017-06-29T04:30:00,diamond,1 - 5 minutes
Milford,CT,2017-06-29T04:30:00,light,< 1 minute
Gloucester,VA,2017-06-29T04:30:00,circle,1 - 5 minutes
Lindenhurst,NY,2017-06-29T04:30:00,circle,1 - 5 minutes
Stafford,VA,2017-06-29T04:30:00,other,1 - 5 minutes
Huntington,NY,2017-06-29T04:29:00,circle,1 - 5 minutes
Huntington,NY,2017-06-29T04:29:00,circle,1 - 5 minutes
West Deptford,NJ,2017-06-29T04:29:00,circle,1 - 5 minutes
Hampton,VA,2017-06-29T04:25:00,light,Unknown
Beaver,WV,2017-06-29T04:25:00,sphere,< 1 minute
Brookville,PA,2017-06-29T04:23:00,light,1 - 5 minutes
Silver Spring,MD,2017-06-29T04:20:00,light,1 - 5 minutes
Williamstown,NJ,2017-06-29T04:20:00,circle,< 1 minute
Fredericksburg,VA,2017-06-29T04:20:00,oval,1 - 5 minutes
Silver Spring,MD,2017-06-29T04:20:00,light,1 - 5 minutes
Norwalk,CT,2017-06-29T04:15:00,circle,1 - 5 minutes
Sun Prairie,WI,2017-06-29T03:33:00,oval,< 1 minute
Hendersonville,TN,2017-06-28T23:05:00,light,< 1 minute
Mastic Beach,NY,2017-06-28T23:00:00,circle,< 1 minute
Newport News,VA,2017-06-28T23:00:00,circle,1 - 5 minutes
Portland,OR,2017-06-28T22:00:00,light,21 - 30 minutes
Portland,OR,2017-06-28T21:37:00,fireball,< 1 minute
Nampa,ID,2017-06-28T21:30:00,other,61 - 120 minutes
Fort Oglethorpe,GA,2017-06-28T20:50:00,oval,6 - 10 minutes
Trimont,MN,2017-06-28T19:30:00,rectangle,< 1 minute
East Norwich,NY,2017-06-28T17:00:00,oval,1 - 5 minutes
Duluth,MN,2017-06-28T03:30:00,oval,16 - 20 minutes
Miamiville,OH,2017-06-28T00:30:00,triangle,1 - 5 minutes
Bear,DE,2017-06-28T00:05:00,triangle,< 1 minute
Casa Grande,AZ,2017-06-27T23:45:00,diamond,21 - 30 minutes
Soap Lake,WA,2017-06-27T22:45:00,unknown,61 - 120 minutes
Cambridge,MN,2017-06-27T22:40:00,light,1 - 5 minutes
Leupp,AZ,2017-06-27T21:57:00,light,< 1 minute
Benson,VT,2017-06-27T21:45:00,circle,1 - 5 minutes
West Columbia,SC,2017-06-27T21:09:00,unknown,< 1 minute
Seaside,CA,2017-06-27T21:00:00,sphere,1 - 5 minutes
Garden City,SC,2017-06-27T21:00:00,disk,21 - 30 minutes
Colorado Springs,CO,2017-06-27T19:45:00,unknown,< 1 minute
Lisbon,NY,2017-06-27T13:30:00,unknown,6 - 10 minutes
Shakopee,MN,2017-06-27T13:11:00,unknown,1 - 5 minutes
Taos,NM,2017-06-27T12:00:00,circle,121 + minutes
Palm Springs,CA,2017-06-27T02:31:00,rectangle,1 - 5 minutes
Swansboro,NC,2017-06-27T00:00:00,other,1 - 5 minutes
Louisville,KY,2017-06-26T23:45:00,triangle,< 1 minute
